experiment_id;seed;instance;n;m;s;best_known_result;max_generations;population_size;encoding_method;selection_method;mutation_method;crossover_method;parent_selection_method;mutation_probability;crossover_probability;elite_size;offspring_size;total_time;best_solution_found;best_solution_hash;elite_fitness;elite_hash;diff;gap
663;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;50;binary;tournament_2;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;4.600775242;-3.135585188;-1292754772;-3.135585188078304,-3.158563626713986,-3.238787052087633,-3.2537180772390144,-3.2537180772390144,-3.2913285836603072,-3.304900399843042,-3.305940245304805;-1292754772,-1225383512,-1292492376,-1292492376,-1292492376,-1292754520,-1570184792,-1292623448;0.709325056;29.24%
638;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;30;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;3.276101589;-3.137337099;116580924;-3.137337098789445,-3.2265556178393586,-3.2265556178393586,-3.2265556178393586,-3.227007651549861;116,580,924,116,580,000,000,000,000,000,000,000,000,000,000;0.711076967;29.31%
709;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;100;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;8.216492653;-3.142396982;-734370142;-3.142396981898966,-3.171363203785416,-3.173557357836699,-3.1936079490948552,-3.1970478525066315,-3.1999311237946606,-3.2562987581899123,-3.2941594244367693,-3.352988212366993,-3.37182773750422,-3.3753781318729192,-3.3785402804488855,-3.37991455634842,-3.390872992412713,-3.402637688620538;-734370142,-1002772830,-734337374,-1002772830,-727030077,-868555101,-734369886,-734337374,-727161149,-734370142,-727161145,-794138941,-1002772830,1998743171,-1002789214;0.71613685;29.52%
647;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;30;binary;ranking;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;2.63993597;-3.145587755;-1273878991;-3.14558775529579,-3.25313174654896,-3.2694100802014323,-3.2767482650016397,-3.2767482650016397;-1273878991,-200085968,-200085967,-200085968,-200085968;0.719327623;29.65%
646;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;30;binary;ranking;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;2.085757017;-3.193997313;-833969997;-3.1939973128211068,-3.3043471398956834,-3.326274412098874,-3.326274412098874,-3.326274412098874;-833969997,-833970029,-817192813,-817192813,-817192813;0.767737181;31.64%
652;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;30;binary;byclass_0.1_0.1;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;2.095829487;-3.197845622;-1884277868;-3.1978456220361378,-3.1978456220361378,-3.1978456220361378,-3.1978456220361378,-3.1978456220361378;-1884277868,-1884277868,-1884277868,-1884277868,-1884277868;0.77158549;31.80%
683;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;50;binary;byclass_0.1_0.1;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;4.361093521;-3.210112779;1373692277;-3.210112779241842,-3.2876403709065944,-3.345146183227625,-3.37342829960984,-3.4153453530168014,-3.4153453530168014,-3.423590814986681,-3.4248509810716206;13,736,922,771,374,700,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000;0.783852647;32.31%
689;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;50;binary;fullyrandom;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;4.374444246;-3.21015615;-1419213369;-3.210156149613895,-3.210156149613895,-3.210156149613895,-3.210156149613895,-3.210156149613895,-3.210156149613895,-3.210156149613895,-3.210156149613895;-1419213369,-1419213369,-1419213369,-1419213369,-1419213369,-1419213369,-1419213369,-1419213369;0.783896018;32.31%
716;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;100;binary;fullyrandom;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;10.54443026;-3.212583071;-1472584697;-3.212583070918711,-3.2610526227859076,-3.2828326378301984,-3.3585065959643354,-3.4194334383176046,-3.427852573381995,-3.4582984118110924,-3.510927006517526,-3.530302037698223,-3.530302037698223,-3.530302037698223,-3.5405494452191215,-3.550840597599444,-3.5662495026044807,-3.5685356442685423;-1472584697,-1472584697,-1407572985,372426594,372430690,-1541788665,309519266,309518754,-1407572985,-1407572985,-1407572985,-1405475833,-1405475833,644030729,-1464196089;0.786322939;32.41%
630;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;30;binary;tournament_2;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;3.177587509;-3.220793005;-1134500578;-3.2207930049754228,-3.249029669756833,-3.304996944911658,-3.3272179462618183,-3.3535997935465964;-1134500578,-1109352162,-1117724354,-1117724386,-1109335778;0.794532873;32.75%
637;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;30;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;2.567768097;-3.220991541;-797259894;-3.2209915405477942,-3.3439460465841027,-3.4554791159137714,-3.4846356767609477,-3.546107479268895;-797259894,-797260918,-797260918,1350235858,-646391926;0.794731409;32.76%
644;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;30;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;3.250437498;-3.225456135;-207568434;-3.2254561345084416,-3.2254561345084416,-3.2254561345084416,-3.2254561345084416,-3.2254561345084416;-207568434,-207568434,-207568434,-207568434,-207568434;0.799196003;32.94%
690;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;100;binary;tournament_2;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;9.982984066;-3.227282271;2012397798;-3.2272822705963176,-3.26634648299863,-3.3367327515843748,-3.3666886603737423,-3.369234974306061,-3.385100984431424,-3.387343815486705,-3.3920651409039873,-3.395312601982249,-3.400396271641389,-3.416036558506665,-3.4256806892806924,-3.439500738575706,-3.4689052992483917,-3.4689052992483917;2012397798,2003484846,2003488942,-211631954,2012922030,2004533422,2003456174,2002960558,2002960558,2003484846,-932517941,2011350246,2003484814,2002960558,2002960558;0.801022139;33.01%
710;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;100;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;10.59356093;-3.230073456;-969755503;-3.230073456239723,-3.3574477782793437,-3.5031151967656746,-3.5145594835296494,-3.5238806882897915,-3.574106594350611,-3.590802654773307,-3.6029547436303924,-3.6160897884552616,-3.6173804976911694,-3.6198585650251185,-3.621498049876789,-3.628303616797598,-3.639811051634961,-3.639811051634961;-969755503,-1036864367,-1036865519,-1036864495,-1036606319,-1267707121,-535644651,-1037650735,-1036864367,1190266055,-1036602223,-1036602287,-1036602223,-1036602223,-1036602223;0.803813324;33.13%
696;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;100;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;5.897626877;-3.248899702;-1246346704;-3.2488997015588352,-3.3738590918267817,-3.456032959442407,-3.5515464729995387,-3.5890796373534792,-3.615374751629943,-3.615374751629943,-3.615374751629943,-3.615374751629943,-3.615374751629943,-3.6760936103120363,-3.6763941339113213,-3.6763941339113213,-3.6763941339113213,-3.6811151541971263;-1246346704,-1254735312,-1248441808,1646388274,1110041650,1646388350,1646388350,1646388350,1646388350,1646388350,1646323070,1646388278,1646388278,1646388278,1661068404;0.82263957;33.91%
700;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;100;binary;roulette;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;6.81035614;-3.257640342;1988813390;-3.2576403415172956,-3.2576403415172956,-3.2963755432078305,-3.30679417192247,-3.332790732607591,-3.332790732607591,-3.366523912930651,-3.377506479131749,-3.3954571244858713,-3.4155310438556215,-3.4155310438556215,-3.440214949287956,-3.440214949287956,-3.440214949287956,-3.440214949287956;198,881,339,019,888,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000;0.83138021;34.27%
670;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;50;binary;roulette;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;3.462213516;-3.270455714;-1267009896;-3.270455714456968,-3.270455714456968,-3.270455714456968,-3.270455714456968,-3.270455714456968,-3.270455714456968,-3.270455714456968,-3.270455714456968;-1267009896,-1267009896,-1267009896,-1267009896,-1267009896,-1267009896,-1267009896,-1267009896;0.844195582;34.79%
643;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;30;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;2.573279142;-3.282112864;-1005558189;-3.2821128644925497,-3.4910517200561744,-3.4910517200561744,-3.4910517200561744,-3.4910517200561744;-1005558189,-1005558189,-1005558189,-1005558189,-1005558189;0.855852733;35.27%
682;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;50;binary;byclass_0.1_0.1;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;3.46766448;-3.306726055;877052972;-3.306726055198032,-3.4147607239442683,-3.4147607239442683,-3.4147607239442683,-3.4147607239442683,-3.4156970077490643,-3.4188093890760616,-3.424838149318105;87,705,297,290,221,700,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000;0.880465923;36.29%
649;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;30;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;2.56663537;-3.307670782;1463993694;-3.3076707822299003,-3.356622519496407,-3.3699877629652484,-3.3914877118682845,-3.3990819901716685;14,639,936,941,984,600,000,000,000,000,000,000,000,000,000,000,000;0.88141065;36.33%
674;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;50;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;5.35944581;-3.318908897;-613400034;-3.3189088969820495,-3.3189088969820495,-3.3189088969820495,-3.422025196891936,-3.444324652525291,-3.4688905827687244,-3.4811874674049355,-3.4884011218409414;-613400034,-613400034,-613400034,-546176230,-545914086,1987765130,-747617764,1349535422;0.892648765;36.79%
650;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;30;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;3.276034117;-3.348111345;1664238768;-3.3481113449471103,-3.3612620462673877,-3.3612620462673877,-3.3612620462673877,-3.3612620462673877;16,642,387,681,664,200,000,000,000,000,000,000,000,000,000,000,000;0.921851213;37.99%
679;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;50;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;4.218754292;-3.348439549;-1256160135;-3.3484395489305854,-3.367289242768329,-3.3843842961628403,-3.391231674584096,-3.39588945852185,-3.39588945852185,-3.39588945852185,-3.424008107071991;-1256160135,-1111751440,1947739313,-1321696015,-1245969168,-1245969168,-1245969168,-1204140557;0.922179417;38.01%
675;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;50;binary;ranking;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;2.565060377;-3.368215257;879420360;-3.3682152568290418,-3.3926123628535376,-3.5301716926686546,-3.6359239627598496,-3.6874246468092173,-3.700720795463302,-3.700720795463302,-3.700720795463302;879,420,360,879,420,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000;0.941955125;38.82%
655;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;30;binary;fullyrandom;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;2.534230232;-3.371724345;1148220208;-3.3717243449034875,-3.382222294267367,-3.4659541706434447,-3.4935189481508284,-3.4974725697158338;11,482,202,081,148,200,000,000,000,000,000,000,000,000,000,000;0.945464213;38.97%
676;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;50;binary;ranking;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;3.464104176;-3.385533001;1937302926;-3.385533001335059,-3.385533001335059,-3.385533001335059,-3.385533001335059,-3.385533001335059,-3.385533001335059,-3.385533001335059,-3.385533001335059;19,373,029,261,937,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000;0.959272869;39.54%
704;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;100;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;10.55665469;-3.396355194;-215333159;-3.3963551935121,-3.4233895938590986,-3.443124362825883,-3.465264508437352,-3.4787854605698043,-3.489019399354329,-3.489019399354329,-3.489019399354329,-3.5206653841338205,-3.5215188201315932,-3.5228756904461687,-3.553425855507232,-3.5572294282021093,-3.5610163131621055,-3.562191485098861;-215333159,-211138855,732431511,-160782885,1952620605,-160782885,-160782885,-160782885,-1217157677,-899095606,-160782885,-211130663,-1301796439,1935322043,732431511;0.970095062;39.98%
717;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;100;binary;fullyrandom;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;5.008721828;-3.397560552;-298143062;-3.397560552447322,-3.446370318779409,-3.508627594783683,-3.514610702132469,-3.514610702132469,-3.514610702132469,-3.518991397064715,-3.5226386872457534,-3.5473419648899007,-3.5580473521942633,-3.5884883258330067,-3.6027583681064357,-3.604201001713659,-3.607213872671583,-3.607213872671583;-298143062,2117644713,2117775529,-298143063,-298143063,-298143063,1849356458,2117644457,1849340075,-432295255,2117644457,-1371884886,2116989609,1849340073,1849340073;0.97130042;40.03%
642;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;30;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;1.887372255;-3.402281748;-1582676443;-3.4022817483656493,-3.404744060367878,-3.433869629947784,-3.5202963769987408,-3.6391385373280345;-1582676443,-1581627867,-2128066687,-2128066687,-2128062591;0.976021616;40.23%
698;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;100;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;10.63050652;-3.406615959;-902667101;-3.4066159588209866,-3.451327932048807,-3.464962850185185,-3.484538028727693,-3.4854202900718354,-3.486300865911888,-3.498759542866426,-3.501787476562902,-3.5021815880027636,-3.512894412654652,-3.5211180515657556,-3.531881572109108,-3.531881572109108,-3.531881572109108,-3.5386557225217685;-902667101,-697240918,325632252,-260644733,-151854813,1953689761,1953689761,1685254309,878964875,-462364254,1953690019,1685254309,1685254309,1685254309,-730696910;0.980355827;40.41%
673;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;50;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;4.193091154;-3.419214368;-802495866;-3.419214368034153,-3.419214368034153,-3.419214368034153,-3.480086565644809,-3.4958109541275584,-3.508670923968979,-3.5566954784534266,-3.5646069230456847;-802495866,-802495866,-802495866,1709310526,-1875204586,-1851627780,1172370175,1709310142;0.992954236;40.93%
651;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;30;binary;byclass_0.1_0.1;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;1.578208208;-3.420376351;1902126413;-3.420376350844814,-3.5132251813752116,-3.527232711840257,-3.571619625009896,-3.571619625009896;19,021,264,131,902,100,000,000,000,000,000,000,000,000,000,000,000;0.994116219;40.97%
697;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;100;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;8.212194443;-3.43848794;-700778598;-3.4384879395342107,-3.4384879395342107,-3.4384879395342107,-3.4765548903171264,-3.543665005476906,-3.5597048810785763,-3.6056807479194664,-3.626657764681787,-3.6433571033919265,-3.7038216417115493,-3.7221916165920717,-3.7439909557587967,-3.750236728891119,-3.7529721972138645,-3.756924503926403;-700778598,-700778598,-700778598,-696585262,-949983327,943254474,-983537759,-696585358,-734070886,393910022,-700778598,-1832997242,-700786790,-240892744,-1841387642;1.012227808;41.72%
686;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;50;binary;fullyrandom;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;5.372957468;-3.447298247;-1956641924;-3.4472982468636912,-3.4975519946165914,-3.558122543351025,-3.5904634706218705,-3.6530440030125857,-3.6530440030125857,-3.6603146396649833,-3.663155410080901;-1956641924,-1960836100,-1692384402,893108561,1331151843,1331151843,639672594,186647292;1.021038115;42.08%
645;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;30;binary;ranking;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;1.595823765;-3.450463384;-1313168142;-3.4504633841610612,-3.4504633841610612,-3.4504633841610612,-3.4504633841610612,-3.519718463356276;-1313168142,-1313168142,-1313168142,-1313168142,-1313299210;1.024203252;42.21%
639;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;30;binary;roulette;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;1.576136827;-3.452863542;385910641;-3.452863541584835,-3.452863541584835,-3.490638878422126,-3.4966653623400274,-3.4966653623400274;385,910,641,385,910,000,000,000,000,000,000,000,000,000,000;1.02660341;42.31%
661;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;50;binary;tournament_2;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;6.229735136;-3.467629262;1200915668;-3.4676292619215587,-3.5044850566773467,-3.5440542748455224,-3.549445211685506,-3.5660109272111358,-3.5660109272111358,-3.5660109272111358,-3.5720927351582743;12,009,156,681,200,600,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000;1.04136913;42.92%
715;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;100;binary;fullyrandom;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;8.164063692;-3.474580453;1611146175;-3.4745804531905797,-3.4745804531905797,-3.4745804531905797,-3.4745804531905797,-3.4745804531905797,-3.489464727363396,-3.5619480611301633,-3.5757919654674977,-3.5856070732565324,-3.616781608437015,-3.6249417465592426,-3.6596497750680506,-3.6788923619158496,-3.6865342415287135,-3.7011649382288425;1611146175,1611146175,1611146175,1611146175,1611146175,1374733180,1441842044,1611146239,1611146175,-536337505,1611146175,-690347152,-1610079297,1611179007,1611146175;1.048320321;43.21%
703;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;100;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;8.230277777;-3.488276749;-1828008257;-3.4882767494587883,-3.490148973859105,-3.5415926928605304,-3.543656236768113,-3.543656236768113,-3.543656236768113,-3.5452873935091764,-3.549339219025225,-3.568175862086498,-3.5766130257893267,-3.585308509574792,-3.585308509574792,-3.585308509574792,-3.5998468210270924,-3.6026740938991466;-1828008257,-1828009281,-1828008257,-1324693825,-1324693825,-1324693825,-1828008257,-751140170,-1323645253,-751173485,-1861562689,-1861562689,-1861562689,320504511,-1828011329;1.062016617;43.77%
653;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;30;binary;byclass_0.1_0.1;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;2.630794048;-3.492890148;454227814;-3.49289014810355,-3.5139769821770677,-3.5442365088839423,-3.5442365088839423,-3.571995132252715;454,227,814,521,336,000,000,000,000,000,000,000,000,000,000;1.066630016;43.96%
658;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;30;binary;fullyrandom;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;2.114690304;-3.512848042;-752841025;-3.512848042135046,-3.512848042135046,-3.512848042135046,-3.5954209542574795,-3.610026877673489;-752841025,-752841025,-752841025,-752709953,-752841025;1.08658791;44.78%
699;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;100;binary;roulette;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;5.042714357;-3.51440099;-971996743;-3.5144009895910457,-3.542873950330601,-3.648237127922022,-3.648237127922022,-3.648237127922022,-3.648237127922022,-3.6997687252579174,-3.701889256354478,-3.701889256354478,-3.701889256354478,-3.703247049466923,-3.705068685648988,-3.7274530965250565,-3.73477105726821,-3.737450126905794;-971996743,-971996743,1960476721,1960476721,1960476721,1960476721,1960476723,-902782017,-902782017,-902782017,697987758,-936336449,-902782017,-902782017,-1773999522;1.088140858;44.85%
702;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;100;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;5.870555878;-3.522425972;1347092365;-3.522425972214595,-3.5258684344232476,-3.6213870343212107,-3.632586054220001,-3.7019524934164076,-3.7038263387427564,-3.720866266332272,-3.739316473964225,-3.770206032643663,-3.778633963920114,-3.786329153534527,-3.7866978926959316,-3.8046341605956395,-3.834907457097227,-3.841485224138042;1347092365,-51352711,-185570471,1347092365,278951927,-51352711,-48044368,196613949,1355480461,278951799,278951799,196630333,389025399,903919891,-185308327;1.09616584;45.18%
633;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;30;binary;tournament_2;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;2.772084236;-3.526320996;624610526;-3.526320996148914,-3.526320996148914,-3.558422873758613,-3.564305239287887,-3.564305239287887;624,610,526,624,610,000,000,000,000,000,000,000,000,000,000;1.100060864;45.34%
688;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;50;binary;fullyrandom;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;3.485768318;-3.52887812;310043344;-3.5288781197326085,-3.6500570921083924,-3.6615056118818816,-3.663907624842419,-3.684132765412032,-3.6990830009353575,-3.708180175453444,-3.7191943638598897;310043344,-1032928740,1383785168,-1033190884,-1016163812,-1016151524,-1016147428,-1016167908;1.102617988;45.45%
648;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;30;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;1.848578691;-3.529170442;392880694;-3.5291704422331334,-3.5482850753244004,-3.589599634259019,-3.6070278855407545,-3.6091842437484396;392,880,694,929,735,000,000,000,000,000,000,000,000,000,000;1.10291031;45.46%
711;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;100;binary;byclass_0.1_0.1;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;4.982562065;-3.529415137;821601862;-3.529415137109271,-3.57671705123562,-3.582417347863905,-3.583947109036499,-3.6295426522256715,-3.637787452926859,-3.671730833034148,-3.671730833034148,-3.67539988566181,-3.687426382174115,-3.6969298769030092,-3.6971234015286667,-3.703216195313008,-3.7166573997864463,-3.7166573997864463;821601862,-1325881626,1884988486,-1317493178,1765447196,821601862,1884988742,1884988742,1765447196,-1319590330,1893377094,-1325881754,895140612,821601862,821601862;1.103155005;45.47%
669;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;50;binary;roulette;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;2.592545271;-3.541987131;-283197122;-3.54198713090434,-3.54198713090434,-3.54198713090434,-3.62306453365865,-3.8320893180082813,-3.8336105533986506,-3.857865703445592,-3.857865703445592;-283197122,-283197122,-283197122,-316751554,-283131850,-508259521,-283197130,-283197130;1.115726999;45.99%
684;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;50;binary;fullyrandom;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;3.03986764;-3.551997122;1395300263;-3.5519971216026285,-3.57124668598425,-3.592855724476225,-3.6236452136274284,-3.6639769228622727,-3.67372791735442,-3.68782835593402,-3.68782835593402;1395300263,-517286675,-534063891,1001583862,-534063899,1110093405,-534063899,-534063899;1.12573699;46.40%
640;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;30;binary;roulette;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;2.129757643;-3.555857106;-1601634951;-3.555857105749638,-3.695970692693,-3.695970692693,-3.695970692693,-3.695970692693;-1,601,634,951,545,840,000,000,000,000,000,000,000,000,000,000;1.129596974;46.56%
708;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;100;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;6.004768372;-3.557579829;-1318419841;-3.55757982892361,-3.5977417189108927,-3.6008107462780266,-3.6254511069969952,-3.6388440115064355,-3.673572833462446,-3.7056124895473537,-3.7331196016548858,-3.7576181409407226,-3.76696553156072,-3.7792065028808572,-3.783374379130596,-3.7928884588923575,-3.794104127923511,-3.7973269198290858;-1318419841,872207111,1931931948,872206599,-1318419873,-1318419873,1932980516,872207111,872206599,872206599,1404618231,-1749367638,-1305917922,540238603,1931932460;1.131319697;46.63%
680;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;50;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;5.387349606;-3.558931733;1449300293;-3.5589317333919817,-3.5964548666935485,-3.6341436490891295,-3.6357840900565095,-3.657207455843938,-3.666948758473241,-3.672274100235228,-3.6865349144868063;1449300293,-833695078,655917016,103439627,336481691,-781401125,1449300293,655916954;1.132671601;46.68%
685;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;50;binary;fullyrandom;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;4.15323019;-3.605534919;1886048685;-3.6055349189366934,-3.6064899001909074,-3.6364398098277477,-3.6432779825060075,-3.650635119903065,-3.6787022380543495,-3.6875132952323972,-3.706830698699635;1886048685,-970420397,1986707948,-970420393,1902797048,-235486521,1902788856,1986707884;1.179274787;48.60%
657;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;30;binary;fullyrandom;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;1.586577654;-3.613142725;-1857531719;-3.6131427253008557,-3.6331724447333595,-3.661870289514467,-3.661870289514467,-3.662094822827983;-1857531719,-1815588680,-1849114376,-1849114376,-1849106184;1.186882593;48.92%
666;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;50;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;3.067024946;-3.622483046;-1334164950;-3.6224830457582535,-3.6936375311947036,-3.7327292128297933,-3.738715429981016,-3.7660150844115194,-3.777734904155666,-3.8026807002410017,-3.844939395231997;-1334164950,-713405910,-1334164950,-247935702,-180826838,-176534998,-180860126,-713405910;1.196222914;49.30%
659;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;30;binary;fullyrandom;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;2.62064147;-3.624474841;-181889557;-3.624474840866799,-3.6780701946409433,-3.7169747943130713,-3.718955409538752,-3.718955409538752;-181889557,-215443975,-148335127,-148335127,-148335127;1.198214709;49.39%
705;3356;Instance_80_2.mat;80;20;40;-2.426260132;1000;100;binary;ranking;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;4.995084286;-3.62795559;-1567013114;-3.627955589656448,-3.6394388948450347,-3.699541994737034,-3.699541994737034,-3.7306241161627565,-3.7332965002328673,-3.739342727788834,-3.7461559222841427,-3.7614943458439294,-3.7633191954351015,-3.7661759158840793,-3.7974075465974533,-3.800212227011822,-3.8056409876781405,-3.8064510662535618;-1567013114,-1279769706,-256358650,-256358650,-1330101442,-264747642,-1296547010,-264747642,-1567014250,-222805034,-264747642,-1330100458,-1297070186,-1296545898,-1330101442;1.201695458;49.53%
